neighborhood;borough;coordinates
Allerton;Bronx;-73.8486,40.87167/-73.84582,40.87024/-73.85456,40.85995/-73.85467,40.85959/-73.85639,40.85759/-73.86888,40.85722/-73.86832,40.85786/-73.86955,40.85778/-73.87102,40.85731/-73.87048,40.86541/-73.87055,40.8697/-73.86722,40.86969/-73.85745,40.86953/-73.85555,40.87181/-73.8536,40.87329/-73.8486,40.87167/
